neighborhood,beds,baths,sqft,lotsize,year,type,levels,cooling,heating,fireplace,soldprice,elementary,elementary_size,elementary_rating,middle,middle_size,middle_rating,high,high_size,high_rating,pct_built
Silver,4,2.0,2963.0,0.45,1964,single-family home,1,No,No,Yes,1708000,Ocicat Elementary,750,4,Panda Middle,500,6,Moraine High,1000,9,15.115804509743905
Silver,2,1.0,911.0,0.15,1961,multi-family home,1,,No,No,1299000,Ocicat Elementary,750,4,Panda Middle,500,6,Blizzard High,1200,5,13.94245485154576
Silver,2,1.0,1216.0,0.2,1956,single-family home,1,No,No,No,1281000,Ocicat Elementary,750,4,Panda Middle,500,6,Moraine High,1000,9,13.957759412304869
Silver,6,4.0,3628.0,0.38,1954,single-family home,2,No,No,Yes,1560000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,21.917742013435795
Silver,1,1.0,764.0,0.13,1950,townhouse,1,No,No,Yes,896000,Ocicat Elementary,750,4,Panda Middle,500,6,Moraine High,1000,9,13.491558946104401
Silver,3,1.5,1481.0,0.18,1974,townhouse,1,No,No,No,775000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,18.888378736863586
Silver,3,1.5,1638.0,0.47,1980,multi-family home,1,Yes,No,No,1597000,Korat Elementary,700,8,Panda Middle,500,6,Moraine High,1000,9,8.000703358537017
Silver,4,2.0,2367.0,0.34,1966,multi-family home,1,No,No,No,1659000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,15.98201263976665
Silver,1,1.0,824.0,0.1,1945,townhouse,1,No,No,No,832000,Ocicat Elementary,750,4,Panda Middle,500,6,Moraine High,1000,9,18.91643709825528
Silver,1,1.0,671.0,0.19,1964,single-family home,1,No,No,No,1131000,Korat Elementary,700,8,Panda Middle,500,6,Blizzard High,1200,5,8.107389686337054
Silver,3,1.0,1631.0,0.13,1966,single-family home,2,No,No,No,1220000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,28.802006074733345
Silver,3,1.0,1714.0,0.13,1967,single-family home,2,No,No,No,1622000,Korat Elementary,700,8,Bear Middle,700,7,Moraine High,1000,9,30.267712085893905
Silver,4,2.5,2560.0,0.21,1977,condo,2,Yes,No,No,1143000,Korat Elementary,700,8,Bear Middle,700,7,Moraine High,1000,9,27.985482530937077
Silver,4,2.5,2035.0,0.19,1949,single-family home,2,No,No,No,1368000,Ocicat Elementary,750,4,Panda Middle,500,6,Blizzard High,1200,5,24.587985114300906
Silver,6,5.0,4260.0,0.33,1977,single-family home,2,Yes,No,No,1619000,Ocicat Elementary,750,4,Panda Middle,500,6,Blizzard High,1200,5,29.63519492445112
